Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,757.919983,758.76001,747.700012,753.669983,753.669983,3521100
2017-01-04,758.3900150000001,759.679993,754.200012,757.179993,757.179993,2510500
2017-01-05,761.549988,782.400024,760.26001,780.450012,780.450012,5830100
2017-01-06,782.3599849999999,799.4400019999999,778.47998,795.98999,795.98999,5986200
2017-01-09,798.0,801.77002,791.77002,796.919983,796.919983,3440100
2017-01-10,796.599976,798.0,789.539978,795.900024,795.900024,2558400
2017-01-11,793.659973,799.5,789.51001,799.02002,799.02002,2992800
2017-01-12,800.3099980000001,814.130005,799.5,813.6400150000001,813.6400150000001,4873900
2017-01-13,814.320007,821.650024,811.400024,817.1400150000001,817.1400150000001,3791900
2017-01-17,815.700012,816.0,803.4400019999999,809.719971,809.719971,3659400
2017-01-18,809.5,811.72998,804.27002,807.47998,807.47998,2354200
2017-01-19,810.0,813.51001,807.320007,809.039978,809.039978,2540800
2017-01-20,815.280029,816.02002,806.26001,808.330017,808.330017,3376200
2017-01-23,806.799988,818.5,805.080017,817.880005,817.880005,2797500
2017-01-24,822.0,823.98999,814.5,822.4400019999999,822.4400019999999,2971700
2017-01-25,825.789978,837.419983,825.289978,836.52002,836.52002,3922600
2017-01-26,835.530029,843.840027,833.0,839.150024,839.150024,3586300
2017-01-27,839.0,839.7000119999999,829.4400019999999,835.77002,835.77002,2998700
2017-01-30,833.0,833.5,816.380005,830.380005,830.380005,3747300
2017-01-31,823.75,826.98999,819.5599980000001,823.47998,823.47998,3137200
2017-02-01,829.210022,833.780029,824.9400019999999,832.349976,832.349976,3850200
2017-02-02,836.590027,842.48999,828.26001,839.9500119999999,839.9500119999999,7350500
2017-02-03,806.719971,818.299988,804.0,810.200012,810.200012,10868800
2017-02-06,809.799988,810.719971,803.0,807.6400150000001,807.6400150000001,3897300
2017-02-07,809.3099980000001,816.159973,807.5,812.5,812.5,3466100
2017-02-08,812.6900019999999,821.47998,812.5,819.710022,819.710022,2858000
2017-02-09,821.599976,825.0,819.710022,821.3599849999999,821.3599849999999,2484900
2017-02-10,823.820007,828.0,822.849976,827.460022,827.460022,2429600
2017-02-13,831.619995,843.0,828.549988,836.530029,836.530029,4172600
2017-02-14,837.0,838.3099980000001,831.450012,836.3900150000001,836.3900150000001,2787900
2017-02-15,834.0,842.8099980000001,832.820007,842.7000119999999,842.7000119999999,2968900
2017-02-16,841.840027,845.0,839.3800050000001,844.1400150000001,844.1400150000001,2714700
2017-02-17,842.0,847.2700199999999,840.7299800000001,845.070007,845.070007,3112300
2017-02-21,848.840027,857.9799800000001,847.25,856.4400019999999,856.4400019999999,3507700
2017-02-22,856.9500119999999,858.429993,852.179993,855.6099849999999,855.6099849999999,2617000
2017-02-23,857.570007,860.8599849999999,848.0,852.1900019999999,852.1900019999999,3462000
2017-02-24,844.6900019999999,845.8099980000001,837.75,845.23999,845.23999,3688000
2017-02-27,842.3800050000001,852.5,839.669983,848.6400150000001,848.6400150000001,2713600
2017-02-28,851.4500119999999,854.090027,842.0499880000001,845.0399779999999,845.0399779999999,2793700
2017-03-01,853.0499880000001,854.830017,849.01001,853.080017,853.080017,2760100
2017-03-02,853.080017,854.820007,847.2800289999999,848.909973,848.909973,2132100
2017-03-03,847.2000119999999,851.98999,846.2700199999999,849.8800050000001,849.8800050000001,1941100
2017-03-06,845.2299800000001,848.48999,841.1199949999999,846.6099849999999,846.6099849999999,2610400
2017-03-07,845.4799800000001,848.4600220000001,843.75,846.0200199999999,846.0200199999999,2247600
2017-03-08,848.0,853.070007,846.7899779999999,850.5,850.5,2286500
2017-03-09,851.0,856.400024,850.3099980000001,853.0,853.0,2048200
2017-03-10,857.0,857.349976,851.7199710000001,852.4600220000001,852.4600220000001,2436400
2017-03-13,851.7700199999999,855.6900019999999,851.7100220000001,854.590027,854.590027,1909700
2017-03-14,853.5499880000001,853.75,847.5499880000001,852.5300289999999,852.5300289999999,2130600
2017-03-15,854.330017,854.4500119999999,847.1099849999999,852.9699710000001,852.9699710000001,2562200
2017-03-16,855.2999880000001,855.5,850.51001,853.419983,853.419983,1842300
2017-03-17,853.48999,853.830017,850.6400150000001,852.3099980000001,852.3099980000001,3384400
2017-03-20,851.51001,857.7999880000001,851.01001,856.9699710000001,856.9699710000001,2282700
2017-03-21,858.840027,862.7999880000001,841.3099980000001,843.2000119999999,843.2000119999999,4382900
2017-03-22,840.429993,849.3699949999999,839.0499880000001,848.0599980000001,848.0599980000001,2658700
2017-03-23,848.2000119999999,850.8900150000001,844.7999880000001,847.3800050000001,847.3800050000001,1953000
2017-03-24,851.679993,851.7999880000001,843.5300289999999,845.6099849999999,845.6099849999999,2138300
2017-03-27,838.070007,850.2999880000001,833.5,846.820007,846.820007,2755800
2017-03-28,851.75,858.4600220000001,850.099976,856.0,856.0,3041600
2017-03-29,859.0499880000001,876.4400019999999,859.0200199999999,874.320007,874.320007,4485800
2017-03-30,874.9500119999999,877.0599980000001,871.659973,876.340027,876.340027,2762700
2017-03-31,877.0,890.349976,876.650024,886.5399779999999,886.5399779999999,3957600
2017-04-03,888.0,893.48999,885.419983,891.51001,891.51001,3422300
2017-04-04,891.5,908.5399779999999,890.2800289999999,906.830017,906.830017,4984700
2017-04-05,910.820007,923.7199710000001,905.6199949999999,909.2800289999999,909.2800289999999,7508400
2017-04-06,913.7999880000001,917.1900019999999,894.48999,898.2800289999999,898.2800289999999,6344100
2017-04-07,899.650024,900.090027,889.3099980000001,894.8800050000001,894.8800050000001,3710900
2017-04-10,899.6300050000001,908.51001,899.0,907.0399779999999,907.0399779999999,3184300
2017-04-11,907.0399779999999,911.23999,897.5,902.3599849999999,902.3599849999999,3012700
2017-04-12,903.090027,904.090027,895.25,896.2299800000001,896.2299800000001,2456100
2017-04-13,891.4500119999999,894.9699710000001,884.48999,884.669983,884.669983,3174600
2017-04-17,887.5,902.3800050000001,887.5,901.98999,901.98999,2854700
2017-04-18,900.98999,909.6099849999999,900.7800289999999,903.7800289999999,903.7800289999999,2999200
2017-04-19,907.840027,910.5,897.3699949999999,899.2000119999999,899.2000119999999,2870200
2017-04-20,899.7000119999999,905.320007,896.2899779999999,902.0599980000001,902.0599980000001,2814400
2017-04-21,902.669983,903.650024,896.7700199999999,898.5300289999999,898.5300289999999,2420500
2017-04-24,908.679993,909.98999,903.820007,907.409973,907.409973,3122900
2017-04-25,907.0399779999999,909.4799800000001,903.0,907.6199949999999,907.6199949999999,3380600
2017-04-26,910.2999880000001,915.75,907.5599980000001,909.2899779999999,909.2899779999999,2608900
2017-04-27,914.3900150000001,921.8599849999999,912.1099849999999,918.3800050000001,918.3800050000001,5305500
2017-04-28,948.830017,949.590027,924.330017,924.98999,924.98999,7335800
2017-05-01,927.7999880000001,954.400024,927.7999880000001,948.2299800000001,948.2299800000001,5466500
2017-05-02,946.650024,950.099976,941.409973,946.9400019999999,946.9400019999999,3848800
2017-05-03,946.0,946.0,935.900024,941.0300289999999,941.0300289999999,3582700
2017-05-04,944.75,945.0,934.2199710000001,937.5300289999999,937.5300289999999,2418400
2017-05-05,940.5200199999999,940.7899779999999,930.2999880000001,934.150024,934.150024,2866400
2017-05-08,940.9500119999999,949.0499880000001,939.2100220000001,949.0399779999999,949.0399779999999,3415700
2017-05-09,952.7999880000001,957.8900150000001,950.2000119999999,952.820007,952.820007,3262100
2017-05-10,953.5,953.75,945.0,948.9500119999999,948.9500119999999,2096500
2017-05-11,945.1099849999999,950.2899779999999,940.7800289999999,947.6199949999999,947.6199949999999,2194100
2017-05-12,954.5,962.7899779999999,951.5300289999999,961.349976,961.349976,3625900
2017-05-15,958.7299800000001,963.150024,956.0599980000001,957.9699710000001,957.9699710000001,4270600
2017-05-16,961.0,970.0599980000001,960.909973,966.070007,966.070007,3126100
2017-05-17,954.7000119999999,960.400024,944.1199949999999,944.76001,944.76001,5145600
2017-05-18,944.7999880000001,962.75,944.76001,958.48999,958.48999,3939300
2017-05-19,962.840027,968.919983,959.7199710000001,959.840027,959.840027,3972100
2017-05-22,964.0,971.3800050000001,962.900024,970.669983,970.669983,2642200
2017-05-23,975.0200199999999,975.2000119999999,966.849976,971.5399779999999,971.5399779999999,2415600
2017-05-24,976.0,981.0,970.2299800000001,980.349976,980.349976,2446000
2017-05-25,984.849976,999.0,982.1099849999999,993.3800050000001,993.3800050000001,4822000
2017-05-26,995.0,998.650024,989.25,995.7800289999999,995.7800289999999,3469200
2017-05-30,996.51001,1001.2000119999999,995.5200199999999,996.7000119999999,996.7000119999999,3263100
2017-05-31,1000.0,1000.1199949999999,982.159973,994.6199949999999,994.6199949999999,3913100
2017-06-01,998.590027,998.98999,991.3699949999999,995.9500119999999,995.9500119999999,2454800
2017-06-02,998.98999,1008.4799800000001,995.669983,1006.7299800000001,1006.7299800000001,3752300
2017-06-05,1007.2299800000001,1013.2100220000001,1003.51001,1011.340027,1011.340027,2719900
2017-06-06,1012.0,1016.5,1001.25,1003.0,1003.0,3346400
2017-06-07,1005.9500119999999,1010.25,1002.0,1010.070007,1010.070007,2823000
2017-06-08,1012.0599980000001,1013.6099849999999,1006.1099849999999,1010.2700199999999,1010.2700199999999,2753300
2017-06-09,1012.5,1012.98999,927.0,978.3099980000001,978.3099980000001,7647700
2017-06-12,967.0,975.9500119999999,945.0,964.909973,964.909973,9447200
2017-06-13,977.98999,984.5,966.099976,980.7899779999999,980.7899779999999,4580000
2017-06-14,988.590027,990.340027,966.7100220000001,976.4699710000001,976.4699710000001,3974900
2017-06-15,958.7000119999999,965.7299800000001,950.8599849999999,964.169983,964.169983,5373900
