Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,89.0,89.0,88.08000200000001,88.599998,88.599998,8789400
2017-01-04,88.985001,90.889999,88.58000200000001,90.510002,90.510002,11490200
2017-01-05,91.910004,94.809998,91.639999,94.370003,94.370003,16821500
2017-01-06,94.400002,94.5,93.0,93.889999,93.889999,7639800
2017-01-09,94.160004,95.650002,93.309998,94.720001,94.720001,10792900
2017-01-10,96.400002,97.903999,95.550003,96.75,96.75,14780600
2017-01-11,96.91999799999999,97.449997,95.599998,96.940002,96.940002,8735900
2017-01-12,96.849998,96.849998,94.800003,95.900002,95.900002,8424700
2017-01-13,95.949997,97.379997,95.760002,96.269997,96.269997,10701100
2017-01-17,96.32,96.589996,95.0,96.120003,96.120003,6301600
2017-01-18,96.269997,96.269997,95.260002,96.0,96.0,6610700
2017-01-19,96.41999799999999,96.699997,95.58000200000001,96.16999799999999,96.16999799999999,7090000
2017-01-20,96.449997,97.150002,95.670998,96.059998,96.059998,9685800
2017-01-23,96.480003,98.66999799999999,96.260002,98.410004,98.410004,14090300
2017-01-24,103.150002,103.190002,99.940002,101.43,101.43,37181500
2017-01-25,102.459999,104.269997,101.900002,104.059998,104.059998,23322800
2017-01-26,103.91999799999999,104.57,102.16999799999999,102.75,102.75,12504800
2017-01-27,102.25,102.699997,101.290001,102.07,102.07,8031000
2017-01-30,101.199997,101.459999,100.089996,101.019997,101.019997,8619800
2017-01-31,100.239998,102.089996,100.059998,101.309998,101.309998,7530000
2017-02-01,102.07,102.379997,100.870003,101.57,101.57,5736400
2017-02-02,101.279999,101.470001,100.559998,100.839996,100.839996,5371600
2017-02-03,101.5,101.559998,100.300003,100.389999,100.389999,6197600
2017-02-06,100.16999799999999,101.706001,100.019997,100.900002,100.900002,6866700
2017-02-07,101.040001,101.599998,100.5,100.83000200000001,100.83000200000001,5655600
2017-02-08,101.550003,103.989998,101.160004,103.57,103.57,10178500
2017-02-09,103.57,104.18,102.559998,103.339996,103.339996,8435800
2017-02-10,103.879997,103.940002,102.309998,102.360001,102.360001,7680300
2017-02-13,102.82,104.440002,102.620003,103.099998,103.099998,9729000
2017-02-14,103.139999,103.599998,100.896004,101.589996,101.589996,10192100
2017-02-15,102.059998,102.129997,100.110001,101.550003,101.550003,12384400
2017-02-16,101.860001,102.099998,100.5,100.82,100.82,7464000
2017-02-17,100.690002,101.730003,100.300003,100.519997,100.519997,8258200
2017-02-21,101.029999,102.540001,100.910004,102.120003,102.120003,8189600
2017-02-22,102.480003,105.199997,102.41999799999999,104.199997,104.199997,15779400
2017-02-23,104.720001,104.860001,101.82,102.459999,102.459999,10095600
2017-02-24,101.389999,103.0,101.300003,102.949997,102.949997,7356600
2017-02-27,102.5,103.824997,102.220001,103.599998,103.599998,6865900
2017-02-28,103.889999,103.989998,102.029999,102.900002,102.900002,8017500
2017-03-01,103.68,104.989998,103.209999,104.040001,104.040001,10331800
2017-03-02,103.800003,104.58000200000001,102.769997,103.190002,103.190002,7983000
2017-03-03,102.989998,103.41999799999999,102.440002,103.309998,103.309998,6320900
2017-03-06,102.760002,103.25,102.099998,102.309998,102.309998,6290700
2017-03-07,102.300003,103.307999,102.110001,102.629997,102.629997,4985200
2017-03-08,102.629997,104.290001,102.540001,103.220001,103.220001,7066700
2017-03-09,102.970001,103.75,102.760002,103.239998,103.239998,4523600
2017-03-10,103.43,103.699997,102.629997,103.389999,103.389999,4120700
2017-03-13,103.519997,106.25,103.470001,105.18,105.18,16118900
2017-03-14,104.610001,106.0,103.821999,104.25,104.25,7748400
2017-03-15,104.370003,104.489998,102.599998,103.690002,103.690002,11695200
2017-03-16,105.25,105.650002,104.30100300000001,105.629997,105.629997,12445200
2017-03-17,105.16999799999999,106.5,104.860001,105.610001,105.610001,8778900
2017-03-20,106.230003,108.199997,105.940002,107.25,107.25,12447900
2017-03-21,108.459999,108.699997,104.699997,105.089996,105.089996,13877700
2017-03-22,104.639999,106.120003,103.980003,106.089996,106.089996,7153000
2017-03-23,106.949997,108.83000200000001,106.440002,108.25,108.25,13410800
2017-03-24,108.400002,109.129997,107.230003,108.040001,108.040001,7578400
2017-03-27,106.650002,108.190002,106.510002,108.08000200000001,108.08000200000001,7709400
2017-03-28,108.230003,108.949997,107.459999,107.800003,107.800003,6472000
2017-03-29,107.970001,109.739998,107.690002,109.510002,109.510002,8788700
2017-03-30,109.728996,110.449997,108.660004,108.849998,108.849998,10592500
2017-03-31,108.5,109.119003,107.779999,107.83000200000001,107.83000200000001,9002800
2017-04-03,108.849998,109.470001,107.519997,108.089996,108.089996,8391400
2017-04-04,107.870003,108.260002,106.879997,107.519997,107.519997,6480100
